<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/13/2015,VICO,103,103,99,99,1200
11/12/2015,VICO,100,103,100,103,200
11/11/2015,VICO,100,100,100,100,5000
11/10/2015,VICO,103,103,101,101,4100
11/9/2015,VICO,103,103,103,103,100
11/13/2015,VIVA,245,260,242,260,8420400
11/12/2015,VIVA,255,260,241,246,16008000
11/11/2015,VIVA,259,259,234,244,21438900
11/10/2015,VIVA,277,280,260,260,8078400
11/9/2015,VIVA,282,288,277,280,6725600
11/13/2015,VOKS,900,900,900,900,2000
11/12/2015,VOKS,820,820,820,820,0
11/11/2015,VOKS,820,820,820,820,0
11/10/2015,VOKS,820,820,820,820,0
11/9/2015,VOKS,820,820,820,820,0
11/13/2015,VRNA,185,185,185,185,0
11/12/2015,VRNA,185,185,185,185,0
11/11/2015,VRNA,185,185,185,185,0
11/10/2015,VRNA,185,185,185,185,0
11/9/2015,VRNA,185,185,185,185,0
11/13/2015,WAPO,54,55,54,55,2300
11/12/2015,WAPO,54,54,54,54,0
11/11/2015,WAPO,54,54,54,54,0
11/10/2015,WAPO,54,54,54,54,0
11/9/2015,WAPO,54,54,54,54,1000
11/13/2015,WEHA,160,162,159,162,979200
11/12/2015,WEHA,162,163,162,162,831500
11/11/2015,WEHA,164,164,163,163,893000
11/10/2015,WEHA,164,166,164,164,822100
11/9/2015,WEHA,167,167,165,165,933500
11/13/2015,WICO,53,53,53,53,54600
11/12/2015,WICO,53,54,51,53,134800
11/11/2015,WICO,53,54,53,54,165200
11/10/2015,WICO,53,54,52,54,238900
11/9/2015,WICO,54,54,52,53,533400
11/13/2015,WIIM,420,460,420,445,464600
11/12/2015,WIIM,413,413,402,410,23500
11/11/2015,WIIM,408,415,400,415,136700
11/10/2015,WIIM,405,410,400,400,61800
11/9/2015,WIIM,402,414,400,405,132300
11/13/2015,WIKA,2795,2810,2740,2790,4033500
11/12/2015,WIKA,2765,2835,2765,2830,5493400
11/11/2015,WIKA,2785,2790,2720,2760,3744900
11/10/2015,WIKA,2700,2795,2690,2755,9853300
11/9/2015,WIKA,2895,2895,2715,2730,12155900
11/13/2015,WINS,196,199,185,190,3444100
11/12/2015,WINS,195,199,195,195,2847100
11/11/2015,WINS,195,200,195,195,36600
11/10/2015,WINS,195,196,195,195,72100
11/9/2015,WINS,205,205,195,195,1466200
11/13/2015,WOMF,78,78,78,78,100
11/12/2015,WOMF,78,78,78,78,100
11/11/2015,WOMF,77,80,77,80,200
11/10/2015,WOMF,78,78,78,78,0
11/9/2015,WOMF,75,78,75,78,200
11/13/2015,WSKT,1670,1690,1645,1680,20989300
11/12/2015,WSKT,1690,1705,1670,1690,16242400
11/11/2015,WSKT,1685,1690,1675,1680,16008400
11/10/2015,WSKT,1645,1705,1635,1685,24336800
11/9/2015,WSKT,1685,1695,1645,1660,25883700
11/13/2015,YPAS,800,800,800,800,0
11/12/2015,YPAS,800,800,800,800,0
11/11/2015,YPAS,800,800,800,800,0
11/10/2015,YPAS,800,800,800,800,0
11/9/2015,YPAS,800,800,800,800,0
11/13/2015,YULE,81,81,81,81,0
11/12/2015,YULE,81,81,81,81,0
11/11/2015,YULE,81,81,81,81,0
11/10/2015,YULE,81,81,81,81,0
11/9/2015,YULE,81,81,81,81,0
11/13/2015,ZBRA,80,85,80,85,52200
11/12/2015,ZBRA,85,94,85,85,267800
11/11/2015,ZBRA,94,94,94,94,0
11/10/2015,ZBRA,94,94,94,94,0
11/9/2015,ZBRA,94,94,94,94,400
